-3.185414091687849947e+00,1.000000000000000000e+00
-3.125596007177057434e+00,1.000000000000000000e+00
-3.065777922666264921e+00,1.000000000000000000e+00
-3.005959838155472852e+00,7.000000000000000000e+00
-2.946141753644680339e+00,6.000000000000000000e+00
-2.886323669133887826e+00,6.000000000000000000e+00
-2.826505584623095757e+00,4.000000000000000000e+00
-2.766687500112303244e+00,4.000000000000000000e+00
-2.706869415601510731e+00,8.000000000000000000e+00
-2.647051331090718662e+00,5.000000000000000000e+00
-2.587233246579926149e+00,1.000000000000000000e+00
-2.527415162069133636e+00,2.000000000000000000e+00
-2.467597077558341567e+00,0.000000000000000000e+00
-2.407778993047549054e+00,1.000000000000000000e+00
-2.347960908536756541e+00,0.000000000000000000e+00
-2.288142824025964472e+00,1.000000000000000000e+00
-2.228324739515171959e+00,0.000000000000000000e+00
-2.168506655004379446e+00,0.000000000000000000e+00
-2.108688570493587378e+00,0.000000000000000000e+00
-2.048870485982794865e+00,2.000000000000000000e+00
