-4.012017486972578872e+00,1.000000000000000000e+00
-3.912289920553456923e+00,0.000000000000000000e+00
-3.812562354134335862e+00,0.000000000000000000e+00
-3.712834787715214802e+00,0.000000000000000000e+00
-3.613107221296092852e+00,0.000000000000000000e+00
-3.513379654876971792e+00,1.000000000000000000e+00
-3.413652088457850731e+00,0.000000000000000000e+00
-3.313924522038728782e+00,0.000000000000000000e+00
-3.214196955619607721e+00,2.000000000000000000e+00
-3.114469389200485772e+00,1.000000000000000000e+00
-3.014741822781364711e+00,9.000000000000000000e+00
-2.915014256362243650e+00,9.000000000000000000e+00
-2.815286689943121701e+00,1.000000000000000000e+01
-2.715559123524000640e+00,1.000000000000000000e+01
-2.615831557104879579e+00,6.000000000000000000e+00
-2.516103990685757630e+00,5.000000000000000000e+00
-2.416376424266636569e+00,0.000000000000000000e+00
-2.316648857847514620e+00,0.000000000000000000e+00
-2.216921291428393559e+00,0.000000000000000000e+00
-2.117193725009272498e+00,2.000000000000000000e+00
