1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1.00567 1.01244 1.01827 1.02414 1.03036 1.03532 1.03973 1.044 1.04867 1.05444 1.05923 1.06338 1.06835 1.07186 1.07259 1.07334 1.07382 1.0736 1.07359 1.07358 1.07441 1.07523 1.07501 1.07546 1.07552 1.07485 1.07401 1.0727 1.07066 1.0686 1.06758 1.06679 1.06468 1.0635 1.06291 1.06055 1.05852 1.05779 1.05695 1.05541 1.05312 1.05166 1.0509 1.04998 1.04885 1.0473 1.04622 1.04608 1.04582 1.04516 1.04544 1.04648 1.04755 1.04916 1.05026 1.05059 1.05038 1.05096 1.05216 1.05347 1.05583 1.05838 1.06086 1.0629 1.06498 1.06746 1.0698 1.07246 1.07409 1.07459 1.07575 1.07668 1.07721 1.07792 1.07772 1.07725 1.07737 1.07751 1.07718 1.07768 1.07797 1.07712 1.07618 1.07439 1.07265 1.07165 1.06999 1.06899 1.06866 1.06754 1.06434 1.06106 1.05927 1.05661 1.05348 1.05109 1.04894 1.04718 1.04429 1.03999 
1 1.01143 1.02465 1.03684 1.04906 1.06116 1.07095 1.08037 1.08927 1.09791 1.10821 1.11798 1.12633 1.13464 1.14047 1.14327 1.14606 1.14762 1.14794 1.149 1.14878 1.14942 1.15045 1.15039 1.15116 1.1508 1.14847 1.14569 1.14228 1.13888 1.13582 1.13418 1.13312 1.12987 1.12655 1.12373 1.11931 1.11624 1.11402 1.11143 1.10905 1.10617 1.1039 1.10184 1.09952 1.09794 1.09567 1.09313 1.09126 1.09001 1.0894 1.0906 1.09261 1.09436 1.09644 1.09795 1.09958 1.10099 1.10348 1.10669 1.10959 1.11366 1.11754 1.12165 1.12561 1.13001 1.13508 1.13934 1.1438 1.14683 1.14802 1.14976 1.15047 1.15098 1.15281 1.15408 1.15477 1.15569 1.15626 1.1559 1.15611 1.15576 1.15337 1.15119 1.14767 1.14441 1.14253 1.13995 1.13742 1.13489 1.13189 1.12711 1.12133 1.11683 1.11129 1.10661 1.10287 1.09771 1.09242 1.0865 1.07991 
1 1.01772 1.03683 1.05522 1.07389 1.09172 1.10698 1.12217 1.13674 1.14968 1.16372 1.17745 1.1894 1.19931 1.20671 1.21179 1.21662 1.21878 1.22033 1.22326 1.22382 1.22422 1.22537 1.22476 1.22506 1.22393 1.22108 1.21734 1.2125 1.20808 1.20421 1.20044 1.19794 1.19389 1.18885 1.18347 1.17765 1.17381 1.1696 1.16484 1.16166 1.15772 1.15405 1.15022 1.14671 1.1451 1.14319 1.14061 1.13835 1.13705 1.13708 1.1384 1.14046 1.14282 1.14553 1.14734 1.15016 1.15255 1.15578 1.16011 1.16461 1.17059 1.17598 1.18166 1.18688 1.19213 1.1982 1.20324 1.20862 1.21304 1.21592 1.21934 1.22157 1.22358 1.22673 1.22861 1.22954 1.22993 1.23068 1.2308 1.23114 1.23059 1.2279 1.2251 1.22077 1.21573 1.21199 1.20799 1.20424 1.19892 1.19395 1.18831 1.18072 1.17289 1.16422 1.15762 1.15233 1.14472 1.13701 1.1286 1.11971 
1 1.02413 1.04861 1.07289 1.09763 1.12158 1.14298 1.16358 1.18307 1.20066 1.2174 1.23326 1.24715 1.25883 1.26839 1.27645 1.28363 1.2884 1.29206 1.2967 1.29765 1.29803 1.29853 1.29663 1.29505 1.29273 1.2893 1.2854 1.2792 1.27386 1.26945 1.26407 1.25966 1.25487 1.2484 1.24097 1.23316 1.22785 1.22214 1.21688 1.21307 1.20742 1.20221 1.19785 1.19383 1.19147 1.18868 1.18631 1.1843 1.18293 1.18255 1.1828 1.18408 1.18728 1.1913 1.19426 1.19845 1.20201 1.20638 1.21243 1.21902 1.22706 1.23385 1.24101 1.24715 1.25254 1.2591 1.26507 1.27122 1.27655 1.28014 1.28431 1.28812 1.29247 1.29715 1.30031 1.30269 1.30361 1.30436 1.30456 1.30373 1.30266 1.29958 1.29627 1.29134 1.2853 1.27885 1.27262 1.26742 1.26023 1.25276 1.24548 1.23613 1.22692 1.21665 1.20767 1.19914 1.18961 1.18108 1.17093 1.15932 
1 1.03036 1.06041 1.09043 1.12032 1.14948 1.17714 1.20251 1.22659 1.24901 1.26925 1.28672 1.30213 1.31509 1.32677 1.33627 1.34558 1.35365 1.35978 1.36462 1.366 1.36616 1.36652 1.36397 1.36204 1.35876 1.3545 1.34996 1.34304 1.3364 1.33185 1.32592 1.32037 1.31365 1.30522 1.2959 1.28628 1.27894 1.27229 1.2665 1.26149 1.25383 1.24771 1.24294 1.23862 1.23542 1.23206 1.23012 1.22868 1.22691 1.22633 1.22632 1.22748 1.23058 1.23483 1.2384 1.24377 1.24885 1.25524 1.26293 1.27081 1.2797 1.28687 1.29487 1.30201 1.308 1.31558 1.32289 1.33024 1.33707 1.3421 1.34694 1.3516 1.35698 1.36252 1.36676 1.37124 1.37273 1.37312 1.37262 1.37065 1.36887 1.36586 1.36151 1.35646 1.35054 1.34327 1.33459 1.32753 1.31864 1.30946 1.30001 1.28909 1.27867 1.26765 1.25631 1.24454 1.23279 1.22284 1.21098 1.19867 
1 1.03595 1.07126 1.10665 1.14037 1.17337 1.20631 1.23692 1.26548 1.29241 1.31574 1.33582 1.35283 1.36761 1.3814 1.39287 1.40348 1.41426 1.42114 1.42612 1.42809 1.42823 1.42732 1.42449 1.42248 1.4194 1.41429 1.41003 1.4035 1.39623 1.39012 1.38319 1.37617 1.36745 1.35699 1.3474 1.3373 1.32914 1.32162 1.31469 1.30786 1.29929 1.29218 1.28569 1.27978 1.27632 1.27319 1.27185 1.27031 1.26818 1.26741 1.26765 1.26871 1.27115 1.27503 1.27953 1.28584 1.29195 1.29936 1.30738 1.31573 1.32598 1.33461 1.34416 1.35266 1.35963 1.36805 1.37607 1.38396 1.39238 1.39958 1.4064 1.41231 1.41848 1.42429 1.42844 1.43269 1.43389 1.43371 1.43375 1.43154 1.42973 1.42663 1.42195 1.41623 1.41061 1.40311 1.39303 1.38313 1.37291 1.36286 1.35308 1.34123 1.32908 1.31591 1.30294 1.28957 1.27668 1.26433 1.25008 1.2377 
1 1.04121 1.08111 1.12104 1.15875 1.19513 1.23257 1.26786 1.30101 1.33098 1.35682 1.37934 1.39877 1.4152 1.43214 1.44626 1.45869 1.47017 1.477 1.48149 1.48444 1.48385 1.48244 1.47908 1.4771 1.47401 1.46884 1.46419 1.45841 1.45052 1.44287 1.43398 1.42598 1.4159 1.40445 1.39452 1.38412 1.37492 1.36691 1.35877 1.35102 1.34216 1.33443 1.32608 1.31917 1.31526 1.31188 1.30961 1.30745 1.30517 1.30435 1.3041 1.30528 1.30779 1.31247 1.31834 1.32544 1.33189 1.33993 1.34803 1.35684 1.36837 1.37844 1.38905 1.39871 1.40721 1.41743 1.42709 1.43632 1.4458 1.45363 1.46094 1.4672 1.47311 1.4794 1.48331 1.48742 1.48897 1.48926 1.48922 1.48626 1.48268 1.47923 1.47477 1.46945 1.46299 1.45567 1.44532 1.43436 1.42275 1.41182 1.40108 1.3895 1.37621 1.36152 1.34697 1.33245 1.31856 1.30492 1.28918 1.27636 
1 1.04678 1.09078 1.1343 1.17558 1.21544 1.25566 1.29432 1.33132 1.36521 1.39401 1.42013 1.44235 1.46114 1.47979 1.49592 1.50841 1.51967 1.52531 1.52927 1.5315 1.53111 1.53097 1.5294 1.52709 1.52455 1.51932 1.51408 1.50736 1.49932 1.49059 1.4804 1.47105 1.46065 1.44858 1.43855 1.42747 1.41776 1.40913 1.40033 1.39144 1.38187 1.37307 1.36454 1.35769 1.35311 1.34842 1.34525 1.34268 1.34115 1.34042 1.33993 1.3414 1.34455 1.34941 1.35549 1.36227 1.36874 1.37744 1.38615 1.39499 1.40641 1.41655 1.42747 1.43814 1.44831 1.45985 1.47091 1.4819 1.49293 1.50119 1.50907 1.51527 1.52004 1.52573 1.52941 1.53333 1.53625 1.53677 1.53672 1.53347 1.52965 1.52558 1.52178 1.51677 1.50985 1.50181 1.49242 1.48146 1.47008 1.45779 1.44555 1.43351 1.42038 1.40512 1.38986 1.37328 1.35779 1.34381 1.32836 1.31457 
1 1.05143 1.09954 1.14613 1.19074 1.23406 1.27745 1.31862 1.35898 1.39601 1.42755 1.45559 1.48093 1.50234 1.52327 1.54061 1.55371 1.56406 1.56954 1.57257 1.57447 1.57393 1.57562 1.57465 1.57168 1.56827 1.56357 1.55764 1.55029 1.54153 1.53266 1.52093 1.51027 1.49932 1.48781 1.47804 1.4676 1.45773 1.44844 1.43831 1.42886 1.41862 1.40962 1.40127 1.39452 1.38829 1.3826 1.37883 1.37586 1.37396 1.37333 1.37307 1.37549 1.37915 1.38403 1.39 1.39718 1.40378 1.41243 1.42105 1.42957 1.44077 1.4516 1.46349 1.47562 1.48695 1.49837 1.50891 1.51998 1.53132 1.53999 1.54896 1.55636 1.56053 1.56597 1.56918 1.57287 1.57631 1.57729 1.57751 1.57603 1.57289 1.56804 1.56224 1.55723 1.55011 1.5421 1.53243 1.52124 1.50973 1.49811 1.48517 1.47315 1.45936 1.44407 1.42921 1.41285 1.39648 1.38256 1.36753 1.35227 
